,algo,input,cu_time,cpu_time,cuml_acc,cpu_acc,speedup,n_samples,n_features
0,DBSCAN,numpy,0.02722930908203125,6.358993053436279,0.0,0.0,233.53486620902214,16000,128
1,DBSCAN,numpy,0.08779549598693848,26.601674795150757,0.0,0.0,302.99589399333587,32000,128
2,DBSCAN,numpy,0.2636442184448242,124.48577857017517,0.0,0.0,472.1733679747948,64000,128
